video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
ZlOdV1o8SpY_000004	playing washboard	playing washboard	playing maracas	washboard rattling	shuffling cards	mouse clicking
2drXOn18U3Q_000136	slot machine	slot machine	pinball machine	slot machine jackpot	sleigh bells ringing	cat growling
ywS3pG7yQfg_000161	tap dancing	tap dancing	snare drumming	typing on keyboard	machine gun firing	whale calling
qViEyqjnY3M_000159	police car (siren)	police siren	ambulance siren	police car alarm	air raid siren	cat meowing
M9r2bFnSN1w_000433	forging swords	forging swords	robot arm welding	bending metal bar	steam pipe leaking	playing acoustic guitar
48zE-hRAYEA_000030	machine gun shooting	machine gun shooting	jackhammer drilling	machine gun rattling	firecrackers exploding	cat growling
3t6pqBKV0kY_000030	motorboat, speedboat acceleration	speedboat acceleration	race car accelerating	speedboat engine roaring	chainsaw running	car engine knocking
1Qvce8w_Vds_000011	people nose blowing	people nose blowing	elephant trumpeting	person snoring	tearing fabric	sliding door
M83C5w1YAdc_000010	people whistling	people whistling	bird chirping	people tapping glasses	arcade game sound	swimming
4dGlrvX_EfI_000020	engine accelerating, revving, vroom	engine accelerating	jet engine roaring	engine struggling	hurricane roaring	underwater bubbling
pJnmT-ViaBk_000012	baltimore oriole calling	baltimore oriole calling	mouse squeaking	baltimore oriole pecking	glass clinking	firing muskets
9uOOfuRD6Fc_000070	railroad car, train wagon	railroad car	large ship horn	train wheels squealing	elephant trumpeting	cat growling
DjqOjkoVu3M_000153	alarm clock ringing	alarm clock ringing	smoke detector beeping	alarm clock chirping	heart monitor beeping	telephone bell ringing
rRzWGIhwWAI_000030	playing flute	playing flute	playing violin	person whistling	bird singing	chimpanzee pant-hooting
4Tpy1lsfcSM_000030	reversing beeps	reversing beeps	smoke detector beeping	truck horn honking	sonar pings	helicopter
_kgVaDLEXMQ_000047	snake hissing	snake hissing	cat hissing	snake breathing heavily	steam escaping	chainsawing trees
jwxvQraiIGs_000084	pheasant crowing	pheasant crowing	rooster crowing	pheasant squawking	air horn	cell phone buzzing
Db6Hjt0x28k_000056	playing timbales	playing timbales	tap dancer tapping	typing on keyboard	machine gun firing	otter growling
1sukRxLM77w_000021	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer revving	swarm of bees buzzing	playing tambourine
hIYihNrwF2Q_000440	cap gun shooting	cap gun shooting	whip cracking	cap gun popping	snapping fingers	dog howling
a4HgsaaMErU_000000	driving motorcycle	driving motorcycle	chainsaw running	motorcycle idling	bee hive buzzing	people belly laughing
u0aPBeSCVvI_000000	magpie calling	magpie calling	baby chicken chirping	magpie chattering	squeezing rubber toy	bowling impact
ypOiMHz2Lz0_000000	bathroom ventilation fan running	bathroom ventilation fan running	hair dryer running	bathroom ventilation fan whirring	shower running	chimpanzee pant-hooting
_X69MdLl5rU_000176	dog bow-wow	dog barking	sea lion barking	dog yelping	knocking on door	playing tympani
0QabiRBcEKc_000050	male speech, man speaking	man speaking	woman speaking	man humming	radio static	train whistling
5A0sMC5olxI_000380	playing violin, fiddle	playing violin	playing guitar	violin squealing	sawing wood	playing badminton
25QsgUI0x8U_000020	orchestra	orchestra	choir singing	orchestra rehearsing	humpback whale singing	people eating
oEMLpCOWrqY_000030	cat caterwauling	cat caterwauling	baby crying	cat screaming	rusty hinge squeaking	lip smacking
fwKMB57hL6E_000056	pheasant crowing	pheasant crowing	rooster crowing	pheasant squawking	car horn honking	playing acoustic guitar
WJVc82XgbZk_000014	woodpecker pecking tree	woodpecker pecking tree	jackhammer drilling	woodpecker chattering	hammering nails	parrot talking
AcHARmL5j-g_000004	chinchilla barking	chinchilla barking	mouse squeaking	chinchilla squeaking	squeezing rubber duck	people eating crisps
xHnIZIPMRNg_000041	francolin calling	turkey gobbling	geese honking	turkey squawking	people laughing	playing steelpan
5xVe-bGbbYA_000045	playing erhu	playing erhu	playing violin	erhu singing	sawing wood	duck quacking
9t0s8TUHMiM_000020	snake hissing	snake hissing	cat hissing	snake exhaling	air leaking	people whispering
XUlxqSC9j9s_000007	wind chime	wind chime	glockenspiel playing	wind chime tinkling	tapping on glass	sea lion barking
ZlcjYfd0rYM_000012	playing bass drum	playing bass drum	drum machine playing	stomping on floor	machine gun firing	playing badminton
nqsycWEgIio_000209	parrot talking	parrot talking	person whistling	parrot whistling	video game sounds	chicken clucking
Cmb7oRnRLio_000034	whale calling	whale calling	elephant trumpeting	whale moaning	playing cello	alarm clock ringing
O9M7RtFP_-Y_000010	playing glockenspiel	playing glockenspiel	playing xylophone	tapping on metal pipes	typing on keyboard	sea lion barking
lkLg1kI06UM_000406	slot machine	slot machine	arcade game	slot machine beeping	shuffling cards	crow cawing
d7Xf7brOPzw_000149	cat caterwauling	cat caterwauling	baby crying	cat whining	squeaky door opening	chicken clucking
CA5iF0mpXFE_000030	playing harmonica	playing harmonica	playing accordion	person whistling	bird chirping	warbler chirping
v-wAote9cyA_000001	tractor digging	tractor digging	excavator drilling	tractor grinding	cement mixer running	missile launch
BWlYf-hKucs_000083	people gargling	people gargling	turkey gobbling	people choking	water boiling	tapping guitar
HCmwbTIHIcw_000002	snake hissing	snake hissing	cat hissing	snake puffing	spraying aerosol can	people eating crisps
Aq58qBpVkv8_000160	people shuffling	people shuffling	dog scratching	people sweeping	sandpapering wood	duck quacking
7PK3nvCihMk_000011	bull bellowing	bull bellowing	whale calling	bull groaning	foghorn blowing	playing double bass
4-DcTjFR4qw_000100	car passing by	car passing by	jet flying by	car engine roaring	strong wind blowing	chainsawing trees
bOD-pt3NWYc_000018	ice cream truck, ice cream van	ice cream truck	music box	ice cream truck alarm	playing a xylophone	people battle cry
miT69L7G9iA_000140	people babbling	people babbling	birds chirping	people cheering	arcade game noises	playing harmonica
_UmY2aYt1YQ_000030	race car, auto racing	race car	jet engine	race car engine revving	volcano erupting	people running
jR-H47v1arg_000080	pigeon, dove cooing	pigeon cooing	baby gurgling	pigeon murmuring	boiling water	firing muskets
pVf84f6xrBw_000070	playing steel guitar, slide guitar	playing steel guitar	playing synthesizer	rubbing wine glass	whale calling	pumping water
qEJ_jxZzt7k_000030	tapping guitar	tapping guitar	playing xylophone	plucking guitar	typing on keyboard	wind chime
Y-qOOR0izlE_000102	helicopter	helicopter	drone flying	helicopter engine revving	blender running	people whistling
zey5f-NjbtE_000002	people giggling	people giggling	monkeys chattering	people coughing	squeezing rubber duck	typing on typewriter
jbH4PifIg-g_000006	playing tambourine	playing tambourine	metronome ticking	tapping on table	knocking on door	alarm clock ringing
uz-_ROIn0bM_000035	blowtorch igniting	blowtorch igniting	aerosol can spraying	blowtorch hissing	pressure washer spraying	writing on blackboard with chalk
VgAXZHMi_ws_000015	goat bleating	goat bleating	sheep baaing	goat crying	baby crying	people whispering
mOPJRy2Nv_o_000134	tractor digging	tractor digging	bulldozer pushing	tractor engine idling	avalanche rumbling	cupboard opening or closing
1_xoCNmTn3Y_000012	coyote howling	coyote howling	wolf howling	coyote crying	ambulance siren	eagle screaming
HxMoMMrA6Eo_000030	driving buses	bus horn	train horn	bus alarm sounding	playing trumpet	people eating crisps
MoYPhggPrPg_000074	snake hissing	snake hissing	cat hissing	snake wheezing	air mattress deflating	dog bow-wow
IisvMeU0iKQ_000180	helicopter	helicopter	hovercraft running	helicopter siren	lawn mower running	cutting hair with electric trimmers
P1LygmOqewM_000157	playing congas	playing congas	playing bongos	slapping table	machine gun firing	writing on blackboard with chalk
sbkfFiRlJXc_000021	owl hooting	owl hooting	dove cooing	owl coughing	blowing into bottle	firing cannon
Qdr2xmK84Jo_000030	pigeon, dove cooing	pigeon cooing	chickens clucking	pigeon fluttering	shuffling cards	people gargling
_2nAf41g-4k_000000	donkey, ass braying	donkey braying	seal barking	donkey coughing	sawing wood	people nose blowing
pjuyGQPd4S4_000039	playing djembe	playing djembe	playing bongos	slapping table	machine gun firing	male singing
QqyUVqi3fOg_000095	train wheels squealing	train wheels squealing	bus brakes squealing	train wheels grinding	microphone feedback	playing darts
hfBuRqBEBo4_000250	people eating noodle	people eating noodle	pig eating	people slurping soup	walking in mud	lip smacking
kXAfPnwvchE_000111	playing djembe	playing djembe	playing bongos	slapping table	typing on keyboard	people eating crisps
EO2y901299I_000030	male speech, man speaking	man speaking	woman speaking	man singing	playing saxophone	tap dancing
FTOafffuu5U_000150	people babbling	people babbling	parrot talking	people coughing	squeaky toy	splashing water
kQ7tkcg8Xag_000415	people marching	people marching	soldiers marching	people stomping	steam engine running	people burping
oPzAaB7LoqU_000030	baby crying	baby crying	kitten meowing	baby whining	seagull calling	car engine starting
pi2Vyqa-wgE_000087	dinosaurs bellowing	dinosaurs bellowing	monster roaring	dinosaurs growling	foghorn blowing	civil defense siren
eO8SL6GZeqc_000004	playing glockenspiel	playing glockenspiel	playing xylophone	tuning glockenspiel	tapping wine glasses	playing vibraphone
pnsntPDPfxg_000064	penguins braying	penguins braying	donkey braying	penguins squawking	sawing wood	people hiccup
-0BIyqJj9ZU_000030	people belly laughing	people belly laughing	hyena laughing	people coughing	engine sputtering	canary calling
ZwAplWOatRo_000020	people nose blowing	woman blowing nose	horse snorting	woman coughing	tearing paper	air horn
nfitcQXx-Y0_000058	gibbon howling	gibbon howling	siren wailing	gibbon singing	balloon deflating	playing cello
3GtvLj8K1F4_000140	playing harmonica	playing harmonica	playing accordion	man whistling	video game music	driving snowmobile
bE2g05K-B94_000049	cow lowing	cow lowing	lion roaring	cow groaning	foghorn blowing	people eating apple
RJFdWGEdzP4_000160	fox barking	fox barking	puppy whining	fox screaming	rusty gate swinging	footsteps on snow
EUy-RsUXJ00_000030	owl hooting	owl hooting	pigeon cooing	owl coughing	blowing into a jug	rapping
eeiDM1H_Y-w_000020	toilet flushing	toilet flushing	shower running	toilet running	strong wind blowing	woodpecker pecking tree
B-ABbng7Zo4_000508	barn swallow calling	barn swallow calling	baby chick cheeping	barn swallow chirping	rubbing styrofoam	playing washboard
AznWFbIOSZw_000030	car engine knocking	sewing machine running	jackhammer drilling	sewing machine chattering	machine gun firing	alarm clock ringing
wVVBhbrnj9s_000040	people sobbing	baby crying	kitten meowing	baby screaming	kettle whistling	dog barking
2_RltCGlGOA_000010	playing piano	playing piano	playing guitar	singing a song	music box	chicken crowing
1hoUEfsTmdE_000030	female singing	female singing	bird singing	female wailing	violin playing	fire crackling
bSItOIS0k5w_000008	playing guiro	playing guiro	rattlesnake rattling	scratching record	sawing wood	wind noise
LyravGP_Li8_000264	electric shaver, electric razor shaving	electric razor shaving	hair clippers buzzing	electric razor buzzing	bee buzzing	blowtorch igniting
1WLMVX_Y2Pk_000018	elephant trumpeting	elephant trumpeting	donkey braying	elephant roaring	didgeridoo playing	playing harmonica
Swien0oGl7o_000090	playing banjo	playing banjo	playing guitar	tuning banjo	tapping on glass bottles	woodpecker pecking tree
Rj0cmUyZfR4_000030	mouse squeaking	mouse squeaking	bird chirping	mouse whimpering	squeaky toy	ferret dooking
_L5Jp1l3kMQ_000061	elephant trumpeting	elephant trumpeting	lion roaring	elephant screaming	train horn	police car (siren)
XaIep0xC8BA_000117	playing timbales	playing timbales	playing congas	slapping table	chopping vegetables	driving motorcycle
_XA3BaNyf4Q_000069	playing violin, fiddle	playing violin	playing electric guitar	violin screeching	sharpening knife	bull bellowing
cD7zMUwX7T4_000038	playing violin, fiddle	playing violin	playing cello	violin screeching	sawing wood	planing timber
lNEMzNU9Unc_000080	wood thrush calling	wood thrush calling	squirrel chattering	wood thrush whistling	squeaky toy	playing gong
HfnGMq0S-vo_000019	popping popcorn	popping popcorn	fire crackling	popcorn snapping	heavy rain on roof	bowling impact
EJJx3eIB6ro_000081	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer buzzing	wasp nest buzzing	playing flute
_peXjzFQ2_c_000030	playing trumpet	playing trumpet	playing saxophone	person whistling	train horn	male singing
vkxPLFRLAy0_000000	fox barking	fox barking	coyote yelping	fox coughing	squeaky toy	people booing
bzRimnuUqVc_000017	ice cream truck, ice cream van	ice cream truck	carousel music	ice cream truck alarm sounding	slot machine winning	cuckoo bird calling
0jy-sVREk4o_000030	horse clip-clop	horse galloping	person running	horse breathing	knocking on wooden door	playing electronic organ
EhlXJGEcuBU_000010	playing tambourine	playing tambourine	rattlesnake rattling	shaking maracas	typing on a keyboard	playing theremin
6xEHP-C-ZuU_000030	reversing beeps	reversing beeps	smoke detector beeping	truck indicator clicking	woodpecker pecking	firing cannon
wGms6MZt-vU_000040	people finger snapping	people finger snapping	typewriter typing	people tapping	fire crackling	owl hooting
SCxlAcrMark_000021	cuckoo bird calling	cuckoo bird calling	monkey chattering	cuckoo bird whistling	alarm clock buzzing	forging swords
Bpw53tN6h8E_000030	singing bowl	singing bowl	gong sounding	singing bowl humming	rubbing wine glass	goose honking
Mel-OwQFWmo_000130	railroad car, train wagon	railroad car	rollercoaster rolling	railroad car rattling	escalator running	playing trombone
MNEuyIAtj3U_000172	cow lowing	cow lowing	lion roaring	cow groaning	ship horn blowing	basketball bounce
ff21Bursam0_000160	cattle mooing	cattle mooing	lion roaring	cattle bellowing	foghorn blowing	hail
1vrR6Im_RDo_000030	female singing	female singing	male singing	female speaking	violin playing	playing cello
MI6mYvpTgCM_000083	alarm clock ringing	alarm clock ringing	cell phone ringing	alarm clock beeping	video game sounds	playing timpani
kQ_5qrWH7v4_000338	airplane flyby	airplane flyby	rocket passing	airplane engine accelerating	hurricane wind blowing	people booing
n7QAOoPX6yw_000003	playing glockenspiel	playing glockenspiel	playing xylophone	tapping on metal	tapping on glass	people eating noodle
